NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_3H_IFNG_STIM_UP	GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_3H_IFNG_STIM_UP		174	-0.40141216	-1.275161	0.16058394	0.13262792	0.49	14920	tags=49%, list=35%, signal=76%	
GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_DN	GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_DN		197	-0.41013157	-1.2751389	0.19813085	0.13261236	0.49	12852	tags=44%, list=30%, signal=63%	
GSE27241_CTRL_VS_DIGOXIN_TREATED_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN	GSE27241_CTRL_VS_DIGOXIN_TREATED_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN		197	-0.39287013	-1.2751027	0.17614679	0.1326057	0.49	14777	tags=44%, list=35%, signal=67%	
GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_UP	GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_UP		196	-0.39977387	-1.2750438	0.17190388	0.13260995	0.49	10073	tags=35%, list=24%, signal=45%	
GSE9650_NAIVE_VS_MEMORY_CD8_TCELL_DN	GSE9650_NAIVE_VS_MEMORY_CD8_TCELL_DN		200	-0.40288302	-1.2749696	0.1657754	0.13263874	0.49	16504	tags=58%, list=39%, signal=94%	
GSE26488_HDAC7_KO_VS_VP16_TRANSGENIC_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_UP	GSE26488_HDAC7_KO_VS_VP16_TRANSGENIC_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_UP		190	-0.3950997	-1.27475	0.1712204	0.13279037	0.49	15701	tags=52%, list=37%, signal=82%	
GSE26030_UNSTIM_VS_RESTIM_TH1_DAY5_POST_POLARIZATION_UP	GSE26030_UNSTIM_VS_RESTIM_TH1_DAY5_POST_POLARIZATION_UP		200	-0.40389234	-1.2745655	0.17457305	0.13290712	0.49	10448	tags=36%, list=25%, signal=47%	
GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_UP	GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_UP		136	-0.40781155	-1.2745028	0.1706422	0.13292298	0.49	11903	tags=42%, list=28%, signal=58%	
GSE22601_DOUBLE_NEGATIVE_VS_IMMATURE_CD4_SP_THYMOCYTE_DN	GSE22601_DOUBLE_NEGATIVE_VS_IMMATURE_CD4_SP_THYMOCYTE_DN		198	-0.39644042	-1.2744004	0.14466546	0.13297476	0.491	10226	tags=36%, list=24%, signal=47%	
GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_UP	GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_UP		200	-0.40254295	-1.2743789	0.18198875	0.13296367	0.492	18052	tags=56%, list=43%, signal=97%	
GSE25123_CTRL_VS_IL4_STIM_PPARG_KO_MACROPHAGE_DN	GSE25123_CTRL_VS_IL4_STIM_PPARG_KO_MACROPHAGE_DN		199	-0.3977575	-1.2743156	0.16274865	0.13297845	0.492	13932	tags=43%, list=33%, signal=63%	
GSE17721_0.5H_VS_24H_GARDIQUIMOD_BMDC_UP	GSE17721_0.5H_VS_24H_GARDIQUIMOD_BMDC_UP		200	-0.39967197	-1.2742485	0.17996289	0.1329995	0.492	15117	tags=48%, list=36%, signal=74%	
GSE32901_TH1_VS_TH17_NEG_CD4_TCELL_UP	GSE32901_TH1_VS_TH17_NEG_CD4_TCELL_UP		131	-0.4045826	-1.2740374	0.14721723	0.1331397	0.492	12388	tags=39%, list=29%, signal=55%	
GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN	GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN		191	-0.40881535	-1.2739763	0.14285715	0.13315403	0.492	15768	tags=52%, list=37%, signal=83%	
GSE23398_WT_VS_IL2_KO_CD4_TCELL_SCURFY_MOUSE_DN	GSE23398_WT_VS_IL2_KO_CD4_TCELL_SCURFY_MOUSE_DN		200	-0.39447165	-1.273919	0.17162873	0.13316144	0.493	16054	tags=52%, list=38%, signal=83%	
GSE5099_MONOCYTE_VS_ALTERNATIVE_M2_MACROPHAGE_DN	GSE5099_MONOCYTE_VS_ALTERNATIVE_M2_MACROPHAGE_DN		190	-0.4019229	-1.2737714	0.17883211	0.13324033	0.493	11011	tags=37%, list=26%, signal=50%	
GSE29618_PDC_VS_MDC_DN	GSE29618_PDC_VS_MDC_DN		200	-0.40051332	-1.2737479	0.16236162	0.13322799	0.493	9380	tags=35%, list=22%, signal=44%	
GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_UP	GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_UP		200	-0.4024829	-1.2736025	0.14690265	0.13331299	0.493	14165	tags=46%, list=33%, signal=69%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP		182	-0.39421937	-1.27356	0.15602838	0.13330705	0.493	11651	tags=40%, list=27%, signal=54%	
GSE360_L_DONOVANI_VS_L_MAJOR_DC_UP	GSE360_L_DONOVANI_VS_L_MAJOR_DC_UP		200	-0.40620613	-1.2735535	0.18312387	0.1332775	0.493	9237	tags=35%, list=22%, signal=44%	
GSE17721_POLYIC_VS_GARDIQUIMOD_1H_BMDC_DN	GSE17721_POLYIC_VS_GARDIQUIMOD_1H_BMDC_DN		199	-0.3964226	-1.2735469	0.14414415	0.13324967	0.493	10466	tags=36%, list=25%, signal=47%	
GSE17721_0.5H_VS_12H_POLYIC_BMDC_UP	GSE17721_0.5H_VS_12H_POLYIC_BMDC_UP		200	-0.40244895	-1.2735379	0.19553073	0.13322546	0.493	14230	tags=46%, list=34%, signal=68%	
GSE3982_EOSINOPHIL_VS_NEUTROPHIL_UP	GSE3982_EOSINOPHIL_VS_NEUTROPHIL_UP		199	-0.40183753	-1.2735009	0.1594203	0.13322313	0.493	15338	tags=47%, list=36%, signal=73%	
GSE19401_PAM2CSK4_VS_RETINOIC_ACID_STIM_FOLLICULAR_DC_DN	GSE19401_PAM2CSK4_VS_RETINOIC_ACID_STIM_FOLLICULAR_DC_DN		196	-0.400687	-1.2734586	0.17158672	0.13322853	0.493	15064	tags=49%, list=36%, signal=76%	
GSE13306_TREG_RA_VS_TCONV_RA_DN	GSE13306_TREG_RA_VS_TCONV_RA_DN		200	-0.4033047	-1.2734252	0.1875	0.13322651	0.493	17566	tags=56%, list=41%, signal=95%	
GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_DN	GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_DN		181	-0.39801407	-1.273351	0.1466431	0.133255	0.493	11930	tags=39%, list=28%, signal=54%	
GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_DN	GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_DN		199	-0.4026019	-1.2733258	0.16517055	0.13324079	0.493	10082	tags=35%, list=24%, signal=45%	
GSE7219_WT_VS_NIK_NFKB2_KO_DC_DN	GSE7219_WT_VS_NIK_NFKB2_KO_DC_DN		169	-0.40427566	-1.2732905	0.17314488	0.1332401	0.493	16489	tags=54%, list=39%, signal=89%	
GSE360_CTRL_VS_B_MALAYI_LOW_DOSE_DC_UP	GSE360_CTRL_VS_B_MALAYI_LOW_DOSE_DC_UP		198	-0.3907638	-1.2732421	0.15607986	0.13324888	0.493	11741	tags=37%, list=28%, signal=51%	
GSE21927_BALBC_VS_C57BL6_MONOCYTE_TUMOR_DN	GSE21927_BALBC_VS_C57BL6_MONOCYTE_TUMOR_DN		193	-0.39769843	-1.2732397	0.15061297	0.1332175	0.493	9487	tags=32%, list=22%, signal=41%	
GSE20198_IL12_VS_IFNA_TREATED_ACT_CD4_TCELL_DN	GSE20198_IL12_VS_IFNA_TREATED_ACT_CD4_TCELL_DN		199	-0.40133286	-1.2731581	0.19360903	0.13325483	0.493	15614	tags=50%, list=37%, signal=78%	
GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_DN	GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_DN		196	-0.40368727	-1.2731198	0.17391305	0.13325499	0.493	18069	tags=61%, list=43%, signal=105%	
GSE3982_NEUTROPHIL_VS_NKCELL_UP	GSE3982_NEUTROPHIL_VS_NKCELL_UP		199	-0.397698	-1.2730467	0.17843866	0.13327898	0.493	12906	tags=42%, list=30%, signal=60%	
GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN	GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN		200	-0.4031303	-1.2730218	0.18014705	0.13326588	0.493	12829	tags=43%, list=30%, signal=61%	
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_24H_CD4_TCELL_DN	GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_24H_CD4_TCELL_DN		200	-0.39414757	-1.2730193	0.17710197	0.13323507	0.493	14195	tags=46%, list=33%, signal=69%	
GSE5589_LPS_VS_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN	GSE5589_LPS_VS_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN		200	-0.39638755	-1.2729372	0.17009346	0.13326623	0.493	14848	tags=47%, list=35%, signal=72%	
GSE36009_WT_VS_NLRP10_KO_DC_DN	GSE36009_WT_VS_NLRP10_KO_DC_DN		199	-0.40094712	-1.2728487	0.19889502	0.1333001	0.493	8154	tags=32%, list=19%, signal=39%	
GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_UP	GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_UP		200	-0.39547282	-1.2727764	0.1792976	0.13332415	0.493	14311	tags=44%, list=34%, signal=66%	
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP	GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP		200	-0.39987975	-1.272648	0.17604356	0.13338625	0.493	14661	tags=52%, list=35%, signal=80%	
GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_DN	GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_DN		199	-0.3926772	-1.272566	0.17495395	0.13341416	0.494	14170	tags=47%, list=33%, signal=70%	
GSE6674_UNSTIM_VS_PL2_3_STIM_BCELL_UP	GSE6674_UNSTIM_VS_PL2_3_STIM_BCELL_UP		151	-0.39699823	-1.2723733	0.1535649	0.1335306	0.494	14870	tags=47%, list=35%, signal=72%	
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_PRO_BCELL_DN	GSE37301_HEMATOPOIETIC_STEM_CELL_VS_PRO_BCELL_DN		171	-0.39686	-1.2722862	0.15482695	0.13357066	0.494	11100	tags=38%, list=26%, signal=51%	
GSE16385_UNTREATED_VS_12H_IL4_TREATED_MACROPHAGE_DN	GSE16385_UNTREATED_VS_12H_IL4_TREATED_MACROPHAGE_DN		200	-0.39281347	-1.2722743	0.16034482	0.1335468	0.494	12550	tags=39%, list=30%, signal=55%	
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4HIGH_SORTED_BCELL_DN	GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4HIGH_SORTED_BCELL_DN		200	-0.3986589	-1.2721183	0.14909092	0.13364244	0.494	13357	tags=39%, list=32%, signal=57%	
GSE8621_LPS_PRIMED_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN	GSE8621_LPS_PRIMED_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN		200	-0.38852286	-1.2720786	0.17889088	0.13364473	0.494	11508	tags=35%, list=27%, signal=48%	
GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_DN	GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_DN		195	-0.3952228	-1.2719957	0.17753623	0.1336741	0.494	13533	tags=47%, list=32%, signal=69%	
GSE42724_MEMORY_BCELL_VS_PLASMABLAST_DN	GSE42724_MEMORY_BCELL_VS_PLASMABLAST_DN		200	-0.39819556	-1.2718712	0.18899083	0.1337407	0.494	12428	tags=42%, list=29%, signal=58%	
GSE9509_10MIN_VS_30MIN_LPS_STIM_IL10_KO_MACROPHAGE_UP	GSE9509_10MIN_VS_30MIN_LPS_STIM_IL10_KO_MACROPHAGE_UP		200	-0.396608	-1.27182	0.15855856	0.13374762	0.494	12958	tags=45%, list=31%, signal=64%	
GSE12839_CTRL_VS_IL12_TREATED_PBMC_UP	GSE12839_CTRL_VS_IL12_TREATED_PBMC_UP		149	-0.3975052	-1.2717174	0.15817223	0.13379401	0.494	18069	tags=58%, list=43%, signal=100%	
LTE2_UP.V1_DN	LTE2_UP.V1_DN		195	-0.402932	-1.2717063	0.16845877	0.13376844	0.494	10367	tags=34%, list=24%, signal=45%	
GSE3982_EOSINOPHIL_VS_DC_UP	GSE3982_EOSINOPHIL_VS_DC_UP		199	-0.39746937	-1.2716918	0.15551537	0.13374917	0.494	11526	tags=38%, list=27%, signal=52%	
GSE17974_0H_VS_1H_IN_VITRO_ACT_CD4_TCELL_UP	GSE17974_0H_VS_1H_IN_VITRO_ACT_CD4_TCELL_UP		192	-0.39847365	-1.2716495	0.18819188	0.13374622	0.494	16895	tags=54%, list=40%, signal=90%	
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_ADULT_UP	GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_ADULT_UP		200	-0.40377823	-1.2715149	0.17818181	0.13381511	0.494	11100	tags=37%, list=26%, signal=49%	
CYCLIN_D1_KE_.V1_DN	CYCLIN_D1_KE_.V1_DN		191	-0.39312863	-1.2713751	0.14338236	0.1338937	0.494	15574	tags=50%, list=37%, signal=78%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM		200	-0.39136323	-1.2713253	0.15316902	0.13390385	0.494	9304	tags=33%, list=22%, signal=42%	
GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_1DAY_STIMULATED_BCELL_DN	GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_1DAY_STIMULATED_BCELL_DN		195	-0.3972153	-1.2712141	0.16451016	0.13396353	0.495	14912	tags=44%, list=35%, signal=68%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_DN	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_DN		196	-0.3853191	-1.2711526	0.14464286	0.13398062	0.495	12583	tags=40%, list=30%, signal=57%	
GSE20727_H2O2_VS_ROS_INHIBITOR_TREATED_DC_UP	GSE20727_H2O2_VS_ROS_INHIBITOR_TREATED_DC_UP		199	-0.4053057	-1.2711387	0.17613636	0.13395642	0.495	15256	tags=52%, list=36%, signal=80%	
GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_DN	GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_DN		197	-0.38771117	-1.2709336	0.15798923	0.13408819	0.495	12497	tags=39%, list=29%, signal=55%	
GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_UP	GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_UP		200	-0.40450245	-1.2708106	0.19669117	0.13415721	0.495	14657	tags=47%, list=35%, signal=72%	
GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN	GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN		200	-0.3979996	-1.2707345	0.17391305	0.13419136	0.496	11259	tags=40%, list=27%, signal=54%	
GSE41867_DAY6_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP	GSE41867_DAY6_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP		200	-0.39648515	-1.2706133	0.16757742	0.13425928	0.496	15805	tags=55%, list=37%, signal=87%	
GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP	GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP		193	-0.40015697	-1.2704811	0.18181819	0.13432795	0.496	15741	tags=51%, list=37%, signal=81%	
GSE24142_DN2_VS_DN3_THYMOCYTE_UP	GSE24142_DN2_VS_DN3_THYMOCYTE_UP		200	-0.39666656	-1.2704759	0.17657992	0.13430008	0.496	11879	tags=39%, list=28%, signal=54%	
GSE29617_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_2008_UP	GSE29617_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_2008_UP		196	-0.40268466	-1.2703483	0.15469614	0.13436368	0.496	15167	tags=47%, list=36%, signal=74%	
GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_DN	GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_DN		169	-0.39458466	-1.2703428	0.15384616	0.13433477	0.496	15660	tags=51%, list=37%, signal=80%	
GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP	GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP		197	-0.39539143	-1.2703228	0.18579236	0.13431685	0.496	12075	tags=39%, list=28%, signal=54%	
GSE14350_IL2RB_KO_VS_WT_TEFF_UP	GSE14350_IL2RB_KO_VS_WT_TEFF_UP		200	-0.403379	-1.2703059	0.19337016	0.13429593	0.496	13559	tags=48%, list=32%, signal=70%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_UP	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_UP		198	-0.39493418	-1.270266	0.18943533	0.13429703	0.496	16358	tags=52%, list=39%, signal=84%	
GSE6875_TCONV_VS_FOXP3_KO_TREG_DN	GSE6875_TCONV_VS_FOXP3_KO_TREG_DN		200	-0.39775833	-1.2701554	0.16994633	0.13435508	0.496	12612	tags=40%, list=30%, signal=57%	
GSE3203_HEALTHY_VS_INFLUENZA_INFECTED_LN_BCELL_DN	GSE3203_HEALTHY_VS_INFLUENZA_INFECTED_LN_BCELL_DN		200	-0.39938167	-1.2701312	0.17137477	0.13434406	0.496	10833	tags=35%, list=26%, signal=46%	
GSE17721_CTRL_VS_POLYIC_0.5H_BMDC_DN	GSE17721_CTRL_VS_POLYIC_0.5H_BMDC_DN		199	-0.3999946	-1.2701104	0.18249534	0.1343275	0.496	15352	tags=51%, list=36%, signal=80%	
GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA5_STIM_CD8_TCELL_UP	GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA5_STIM_CD8_TCELL_UP		200	-0.40233132	-1.2700491	0.17335767	0.13434495	0.496	8990	tags=36%, list=21%, signal=45%	
GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDC_DN	GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDC_DN		199	-0.38852605	-1.2699751	0.16726619	0.13437673	0.496	14864	tags=44%, list=35%, signal=67%	
GSE3982_CTRL_VS_LPS_48H_DC_DN	GSE3982_CTRL_VS_LPS_48H_DC_DN		200	-0.39444664	-1.269969	0.14056939	0.13434845	0.496	12694	tags=41%, list=30%, signal=58%	
GSE40274_FOXP3_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	GSE40274_FOXP3_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN		199	-0.41030252	-1.2698519	0.1977612	0.13440868	0.496	16427	tags=55%, list=39%, signal=89%	
GSE7460_TREG_VS_TCONV_ACT_WITH_TGFB_DN	GSE7460_TREG_VS_TCONV_ACT_WITH_TGFB_DN		200	-0.40495765	-1.2698313	0.19963032	0.13439134	0.496	16268	tags=55%, list=38%, signal=88%	
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_UP	GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_UP		199	-0.4000474	-1.2696804	0.18032786	0.13447271	0.496	13823	tags=43%, list=33%, signal=63%	
GSE21063_WT_VS_NFATC1_KO_BCELL_DN	GSE21063_WT_VS_NFATC1_KO_BCELL_DN		200	-0.39839026	-1.2696601	0.15714286	0.13445291	0.496	13967	tags=42%, list=33%, signal=62%	
GSE7852_THYMUS_VS_FAT_TCONV_UP	GSE7852_THYMUS_VS_FAT_TCONV_UP		200	-0.39178368	-1.2695202	0.16363636	0.13452914	0.496	11279	tags=38%, list=27%, signal=51%	
GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDC_UP	GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDC_UP		200	-0.40497884	-1.2694087	0.19012797	0.13458622	0.496	14251	tags=45%, list=34%, signal=67%	
GSE21033_3H_VS_12H_POLYIC_STIM_DC_DN	GSE21033_3H_VS_12H_POLYIC_STIM_DC_DN		145	-0.40305477	-1.2692515	0.16393442	0.13468471	0.496	8391	tags=28%, list=20%, signal=35%	
GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_DN	GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_DN		200	-0.39972404	-1.2692378	0.19926874	0.13466048	0.496	15128	tags=51%, list=36%, signal=78%	
GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_BCELL_UP	GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_BCELL_UP		151	-0.40105277	-1.2691847	0.17477478	0.13466506	0.496	12221	tags=44%, list=29%, signal=61%	
GSE37534_UNTREATED_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN	GSE37534_UNTREATED_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN		200	-0.39236432	-1.2691674	0.16636197	0.13464436	0.496	14651	tags=47%, list=35%, signal=71%	
GSE7764_IL15_NK_CELL_24H_VS_SPLENOCYTE_UP	GSE7764_IL15_NK_CELL_24H_VS_SPLENOCYTE_UP		200	-0.39559433	-1.2690898	0.18348624	0.13467374	0.496	13685	tags=47%, list=32%, signal=68%	
GSE42021_TREG_VS_TCONV_PLN_UP	GSE42021_TREG_VS_TCONV_PLN_UP		200	-0.38913894	-1.269087	0.17266187	0.13464324	0.496	14651	tags=48%, list=35%, signal=72%	
GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDC_UP	GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDC_UP		200	-0.40042543	-1.2690816	0.17690875	0.1346147	0.496	15311	tags=48%, list=36%, signal=75%	
GSE8835_CD4_VS_CD8_TCELL_DN	GSE8835_CD4_VS_CD8_TCELL_DN		198	-0.39701787	-1.2690035	0.17055656	0.13464051	0.496	11657	tags=41%, list=28%, signal=57%	
GSE3920_IFNA_VS_IFNG_TREATED_FIBROBLAST_UP	GSE3920_IFNA_VS_IFNG_TREATED_FIBROBLAST_UP		175	-0.4203322	-1.2689364	0.18470149	0.13465889	0.496	12675	tags=45%, list=30%, signal=63%	
GSE25123_CTRL_VS_ROSIGLITAZONE_STIM_MACROPHAGE_DN	GSE25123_CTRL_VS_ROSIGLITAZONE_STIM_MACROPHAGE_DN		200	-0.39355537	-1.2689288	0.16548042	0.13463224	0.496	12581	tags=42%, list=30%, signal=59%	
GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_LPS_AND_IL10_STIM_MACROPHAGE_DN	GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_LPS_AND_IL10_STIM_MACROPHAGE_DN		165	-0.41542837	-1.2689215	0.21119134	0.13460591	0.496	13810	tags=47%, list=33%, signal=69%	
GSE17721_0.5H_VS_24H_GARDIQUIMOD_BMDC_DN	GSE17721_0.5H_VS_24H_GARDIQUIMOD_BMDC_DN		200	-0.40374747	-1.2688949	0.19056262	0.13459677	0.496	14352	tags=45%, list=34%, signal=68%	
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_48H_DN	GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_48H_DN		200	-0.3914978	-1.2688079	0.18115942	0.1346351	0.496	12803	tags=38%, list=30%, signal=53%	
GSE35685_CD34POS_CD10NEG_CD62LPOS_VS_CD34POS_CD10POS_BONE_MARROW_UP	GSE35685_CD34POS_CD10NEG_CD62LPOS_VS_CD34POS_CD10POS_BONE_MARROW_UP		200	-0.40614587	-1.2687212	0.18773946	0.134669	0.496	13621	tags=46%, list=32%, signal=67%	
CSR_LATE_UP.V1_DN	CSR_LATE_UP.V1_DN		147	-0.40670434	-1.2687119	0.17883211	0.1346413	0.496	18101	tags=59%, list=43%, signal=102%	
GSE22140_HEALTHY_VS_ARTHRITIC_GERMFREE_MOUSE_CD4_TCELL_DN	GSE22140_HEALTHY_VS_ARTHRITIC_GERMFREE_MOUSE_CD4_TCELL_DN		200	-0.3971782	-1.2686642	0.15855856	0.13464715	0.496	13167	tags=41%, list=31%, signal=59%	
GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_DN	GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_DN		198	-0.3956662	-1.2685546	0.16157989	0.13469298	0.496	12039	tags=42%, list=28%, signal=59%	
GSE19374_UNINF_VS_LISTERIA_INFECTED_MACROPHAGE_DN	GSE19374_UNINF_VS_LISTERIA_INFECTED_MACROPHAGE_DN		198	-0.39597312	-1.2684675	0.17712177	0.13472629	0.496	10713	tags=36%, list=25%, signal=48%	
GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_UP	GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_UP		200	-0.39865318	-1.2684076	0.18681319	0.13473754	0.496	14499	tags=48%, list=34%, signal=72%	
RAPA_EARLY_UP.V1_DN	RAPA_EARLY_UP.V1_DN		186	-0.4019713	-1.2684027	0.18656716	0.13470687	0.496	15967	tags=52%, list=38%, signal=83%	
GSE17721_CTRL_VS_LPS_24H_BMDC_DN	GSE17721_CTRL_VS_LPS_24H_BMDC_DN		200	-0.39419046	-1.268356	0.15970962	0.13471457	0.497	8656	tags=32%, list=20%, signal=39%	
GSE2706_R848_VS_LPS_8H_STIM_DC_DN	GSE2706_R848_VS_LPS_8H_STIM_DC_DN		190	-0.39787552	-1.2683258	0.1705151	0.1347032	0.497	9643	tags=32%, list=23%, signal=41%	
GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_UP	GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_UP		200	-0.39666122	-1.2682595	0.18032786	0.13471858	0.497	14745	tags=46%, list=35%, signal=69%	
GSE43863_NAIVE_VS_LY6C_LOW_CXCR5NEG_CD4_EFF_TCELL_D6_LCMV_DN	GSE43863_NAIVE_VS_LY6C_LOW_CXCR5NEG_CD4_EFF_TCELL_D6_LCMV_DN		196	-0.40737793	-1.268104	0.20992367	0.13481545	0.497	14241	tags=49%, list=34%, signal=73%	
GSE15271_CXCR4_POS_VS_NEG_GC_BCELL_DN	GSE15271_CXCR4_POS_VS_NEG_GC_BCELL_DN		175	-0.39124218	-1.2680967	0.18047883	0.13478944	0.497	10393	tags=36%, list=25%, signal=48%	
